synth_bmi,synth_age,scores_baseline,scores_aged,scores_hibmi
0.4036961472877587,0.6055121980751543,4,1,4
0.37968988121721337,0.5189761493917691,4,1,4
0.45990804041236616,0.2795231774021637,1,4,6
0.2729787704885925,0.3872471625938117,4,1,6
0.3723756357225838,0.3617338805645286,4,4,6
0.33602332409154156,0.3077857476735474,4,7,4
0.7093018554725805,0.532390459766573,3,5,2
0.7759885595954378,0.6645966642431888,1,3,2
0.6255889143524292,0.3015838657817048,3,3,3
0.35997840246863544,0.36888504634666686,4,4,1
0.42663219695721,0.15501377164203323,4,4,4
0.4069519894266888,0.4192095812010649,4,4,1
0.6094509802336122,0.4390055221754837,1,2,1
0.4780386554707018,0.2937085099394422,7,6,1
0.46784763287293746,0.537967192387343,3,4,2
0.7781177334765248,0.08192613888421174,3,2,2
0.4880076523141811,0.2915316446234154,4,4,3
0.39192873683532736,0.5555867310106103,4,1,4
0.5703009983270806,0.48990662625045855,3,3,1
0.3689698392977499,0.27374052235469787,6,6,4
0.4522708704701505,0.42791895295272797,8,4,3
0.521842375586478,0.38086086296371446,4,6,3
0.5597424445372968,0.5867780911628899,3,3,3
0.5398746468379485,0.36339616066668545,4,4,1
0.4659045479112605,0.5244388448560906,4,4,1
0.3528776148420049,0.14121015052221397,4,6,6
0.5320663816746405,0.5451694940258546,2,6,6
0.46342402918291964,0.275347529838218,4,4,6
0.36929509386321846,0.32047827619142627,4,5,4
0.3696000570031294,0.43094101121587075,4,4,3
0.40378702800464544,0.4381603039545815,4,4,4
0.3793896179837074,0.3444552601488748,4,4,4
0.5643074024855356,0.39750866888673864,3,3,3
0.4525430724853915,0.3486833803457711,4,4,3
0.5182070507271103,0.7189901700522632,4,4,3
0.5409897717958154,0.3458518232082635,4,1,3
0.4659843791400178,0.25721697233365093,2,6,3
0.6553066972181127,0.6321624840788307,1,3,1
0.5663953829155136,0.4649569946474029,3,3,1
0.3679741584993464,0.2657914837181127,6,4,4
0.37552081043663244,0.41442350998093375,6,3,6
0.5776495241226881,0.3185714137220405,3,3,3
0.326022814280081,0.7276148884882634,6,1,1
0.2953000051110754,0.6237092228579988,4,1,1
0.3042638304261043,0.24539540479906502,4,4,4
0.40592598321889684,0.5150610819093898,4,4,1
0.4686471718625408,0.509302167269141,1,4,1
0.3089219715586631,0.6136650336608064,4,6,4
0.6720255891035787,0.47008836501368223,3,3,2
0.7640769112890026,0.804134110436974,1,1,1
0.5349230366200997,0.690342078141138,1,1,3
0.5935810152482724,0.09064590660958133,3,6,3
0.4248263313276773,0.538440233319124,4,6,2
0.6852681517178386,0.18001636076704292,5,2,2
0.5008448115358293,0.4095617071403738,3,1,1
0.3273200334933729,0.5011124743359279,4,6,4
0.39945401356539556,0.18478371991399417,6,4,4
0.3546859945651158,0.4773767579560028,6,4,4
0.4425637940323502,0.2004626449646326,6,4,1
0.7458163608123518,0.4655606750377321,1,3,2
0.44197356971390434,0.3593690989689325,6,4,3
0.3977836755833074,0.2787543700996578,4,6,4
0.31039809020968834,0.6315992123257099,4,2,1
0.5257294500142257,0.481946518554796,4,1,1
0.440241275657985,0.21546601716022065,4,6,3
0.37578406427041305,0.1073177985266821,4,4,4
0.6954460922024398,0.6233779923401876,3,1,2
0.46360661864910463,0.23942565856196757,2,4,2
0.350112479802059,0.3403518332674904,4,4,4
0.5741320691082794,0.8035621409206132,1,1,1
0.3859252005052392,0.2928311072448313,4,4,4
0.4602499156435951,0.24457101287961208,2,4,5
0.428098500140536,0.22183606209176251,4,4,1
0.5158068391793416,0.22816318253503043,4,4,1
0.2985709570943468,0.4665761009923697,4,1,4
0.3751306582162739,0.03239331551932956,4,4,1
0.4853999219230811,0.2359492447535732,4,4,3
0.44715283756906316,0.16723610145864645,4,1,3
0.3660611236855052,0.307195736251253,4,4,4
0.5611932493907508,0.2074927150722576,3,3,3
0.24393845933859676,0.18310335623086685,4,2,4
0.4992174301102227,0.2976239053998331,6,4,3
0.6101604255470661,0.4868268812751886,3,3,5
0.4021052882360273,0.3078964015456505,4,2,4
0.4890885733446807,0.8187815542463853,4,1,3
0.6153207747755209,0.3583269744976731,6,3,5
0.2838018886087533,0.28633945570861413,4,4,1
0.4936874747047123,0.3716071503979784,4,2,3
0.48246101214248843,0.5625062657188219,2,6,6
0.4951283508442916,0.3335991168269443,1,4,3
0.475972656517867,0.4589667293149853,8,5,3
0.5604365411541383,0.2607939685982936,6,3,3
0.5129642342822975,0.48368669607740034,6,4,1
0.4247762391736736,0.20709280506959643,4,4,4
0.5501765161301291,0.245903893863569,6,5,6
0.5045640245680042,0.7833310910878936,1,1,3
0.2904612403766004,0.6497065093724335,1,4,1
0.4878818776324167,0.1932954923971987,4,4,3
0.46736202088066425,0.5502855956168015,4,1,3
0.37256763665934167,0.47629096063562226,4,4,6
0.6791794270721172,0.34877579316664553,3,3,1
0.46108583199902753,0.6207983316994725,6,4,3
0.43691684796175406,0.31791426272257145,4,4,3
0.5594258713196303,0.44213778769831524,3,2,3
0.41778178130922805,0.7224958815544168,2,1,4
0.42736633831614695,0.34565396192001624,1,4,4
0.42896356711409944,0.5353126498229333,4,4,6
0.42488178554864164,0.18216402560475686,6,1,1
0.4562566593113037,0.401230901985952,4,6,3
0.39348214838258416,0.2832442824340299,4,6,6
0.3799250484700279,0.4070873525439482,2,5,4
0.23316403952992246,0.547112620213619,1,1,4
0.41705592999950136,0.32375139631700006,6,4,4
0.34370441582294226,0.7178142407389827,6,1,4
0.5453035389747687,0.20453873558306626,1,4,3
0.3341804237849377,0.5118008760611102,4,4,4
0.5438340328942447,0.511560494003466,4,1,3
0.3462692022649109,0.496654801825821,4,6,4
0.49358869542695416,0.1700054117535585,6,4,5
0.398563850516832,0.5963376870184135,6,1,4
0.3071748052803683,0.48186161765638963,4,4,4
0.2691015698907646,0.6806567723090616,6,1,4
0.3963415397777716,0.46879980675445354,4,1,4
0.4679313533411873,0.4380122591701674,4,4,3
0.49131464829796423,0.07984400876819708,4,4,3
0.4746554624168914,0.37424817743683964,3,4,3
0.3968570010640721,0.23895298650025082,3,4,4
0.5039057803243875,0.08404069120456997,6,3,1
0.4849485919989787,0.604433431567264,4,1,1
0.2859488555639588,0.10587203867036094,1,6,4
0.5179868099918609,0.2778013440675541,1,4,3
0.3897476458892868,0.11427826108308481,4,4,6
0.35556742277271286,0.5849940098981514,4,1,6
0.5148203581008188,0.4550044816078965,4,4,3
0.39328635020232305,0.41383916922968145,4,4,4
0.6073221590012158,0.2992817562721163,3,3,2
0.38823376861005804,0.7426404982054444,4,1,1
0.5331783934126775,0.6126268993453344,6,4,1
0.3785597254089399,0.3375652024857506,6,6,4
0.4754734961008291,0.14954076223001606,4,4,6
0.5235136388919261,0.6318036115477853,6,4,3
0.44669282885692424,0.07923919402290402,4,4,3
0.48685184416509913,0.16352361106927807,4,4,6
0.4501506314507175,0.5376131719060606,4,2,3
0.5758856612951005,0.33013067825765674,3,3,2
0.4075211671746792,0.33343261256314877,2,4,4
0.6238334422095303,0.2647682951179824,3,3,2
0.6546193888265566,0.48307065930319326,3,5,2
0.4862967651706191,0.5865541235528778,4,1,3
0.39910986592217623,0.6668684535990723,4,4,4
0.40639284320138935,0.6774104435940327,4,1,4
0.40899279959411056,0.3391689203978257,4,4,4
0.3530444725788471,0.2284532094329398,4,4,4
0.6719153089089653,0.2524706013533409,3,3,1
0.44902843011748034,0.5360403245488186,4,4,3
0.4741280648695387,0.5062549971702297,4,4,6
0.3871816073710677,0.2846105478514884,4,4,4
0.3872160246987561,0.6205855846332473,1,1,6
0.36865761733815927,0.4751486104309638,3,1,4
0.4785041130381006,0.1149855197428718,4,4,3
0.38962288871037304,0.3132744704992577,6,4,4
0.5367004430917703,0.8160146990333165,1,1,3
0.3212061196710491,0.2255134558860761,6,4,6
0.39907740815658077,0.4352876559488805,6,4,6
0.8592885108058582,0.37017593770916557,2,5,2
0.5398662854249975,0.7847103083047142,5,4,1
0.5275998375224604,0.6380919629716758,4,4,3
0.5948159398891053,0.6627939385019841,3,3,1
0.4359152993235742,0.4297067013383738,2,2,3
0.4989065831815744,0.33870204897350237,4,4,3
0.477080977729214,0.4198023694115236,7,6,6
0.5349376212556288,0.8455565590322738,6,1,6
0.4841373689053548,0.7204270722744615,4,6,6
0.5298963676755443,0.4584478296136201,6,4,3
0.595859298098994,0.234080290036223,3,3,3
0.6143655549722957,0.14034860834927088,3,3,3
0.6744630379381412,0.4350396128926926,3,3,2
0.3156955176664544,0.0,4,3,4
0.35152765479041914,0.5163243147970186,4,6,4
0.32931864420167306,0.5413750440811422,6,4,6
0.7239569196353808,0.2464641363655264,5,3,1
0.44946726777144586,0.45186532876001256,5,4,6
0.3317136093861432,0.6537444319932436,2,1,4
0.49565609691664503,0.5040468178916694,4,4,3
0.5345656330070422,0.6825590333073681,4,1,6
0.44449611335166744,0.6844352797244107,4,1,3
0.4500822811741088,0.12501186151233057,4,1,3
0.5618936701752701,0.30081383591087174,3,1,3
0.4056969064280248,0.0,2,6,4
0.5541841680512468,0.509910131466138,1,3,6
0.45424607501866,0.17920912173220102,4,4,3
0.4300423177233278,0.40484561050907875,1,4,3
0.42721195090241987,0.2656754310184327,1,4,1
0.7150845601571184,0.5793318000834599,1,2,5
0.6468131358182774,0.6239970841454822,3,1,1
0.5420919465234152,0.5012979127102024,4,4,3
0.5922559123617268,0.32938982647803744,1,3,2
0.7668754497888077,0.3270433383958927,3,2,2
0.38584982151873104,0.2934429197591423,4,6,4
0.5186627059450634,0.3076395614566945,4,6,1
0.7025601549390476,0.5374876709512091,3,1,5
0.5306472852963419,0.2223706740678465,6,4,3
0.5027608737182253,0.5427725918481522,2,4,3
0.33387431784283855,0.08640221118770602,6,6,4
0.6948832710827987,0.36145025379478446,2,2,2
0.4353107450061518,0.5735034708717878,6,4,6
0.6595125788729899,0.71504666730302,1,3,1
0.5149127413380753,0.4698368923754155,4,6,3
0.45174111818485985,0.6339418936796425,4,4,3
0.5522190387071849,0.0,2,3,2
0.4149857916580302,0.17706795164561423,4,4,6
0.4041266135205441,0.46060647896979123,4,4,6
0.46354280874828524,0.15703982188303325,4,1,3
0.3071784634422842,0.2798700841853199,4,4,4
0.4164297639612976,0.3279231520934423,4,4,4
0.500576147175138,0.4998891600331193,6,1,3
0.4259369864664134,0.36021235946689556,4,4,3
0.5461225151351777,0.4353807859845733,4,1,3
0.46375459754459186,0.01738913530604158,4,6,6
0.5846157282220245,0.0,3,3,2
0.601068137935846,0.23239864281596054,3,3,2
0.3885466677441869,0.7625688298846898,4,1,1
0.5660740286952194,0.525904588468873,6,1,1
0.8329633758448945,0.45927592145919716,2,2,1
0.6006659811565932,0.6673081515714041,1,3,1
0.6861000184467223,0.2258054644553724,6,3,2
0.44737158014510703,0.4680492954322381,4,4,3
0.6827001170990692,0.5377725267231116,3,3,2
0.6135031723484239,0.19793253646204695,1,3,5
0.4218237287150053,0.6662366362970613,4,4,1
0.4352620016894557,0.4039316050358146,4,6,3
0.6794050381120833,0.2832311523973114,3,5,2
0.38706246137032047,0.12986021033378498,4,3,4
0.3822959345414981,0.8269282260730207,2,1,1
0.24223847270912535,0.7854918394239918,1,1,1
0.5882439446789156,0.9097566431245141,1,1,1
0.5281449742361316,0.5883380652858624,4,3,3
0.4667509524020262,0.3961570713688675,4,4,1
0.29680482357160126,0.3405980494657274,2,4,1
0.4757362560227575,0.6823251545123066,4,1,3
0.35433751896677806,0.5625755133680712,4,4,1
0.5222309385952202,0.23129040589797795,6,4,3
0.3907454749575228,0.45177398194229035,6,4,4
0.4524148792108898,0.5129522200724579,4,4,3
0.4692294192491205,0.3250768700393736,1,4,3
0.4602891567667748,0.4148160228735752,6,4,3
0.31932744828764464,0.7093946008413932,1,6,4
0.3793931499224012,0.5609514184602787,6,4,4
0.3837103337161264,0.4418575515119064,4,4,1
0.33709989732354007,0.4339826032526918,1,4,4
0.4339246356118392,0.3752008815284639,4,5,3
0.5796107960074554,0.8633954820770724,3,6,1
0.444658911920325,0.9070679634301086,1,2,1
0.6937941252041182,0.34278367528888865,1,1,2
0.4132450342096316,0.35555415820530056,4,4,4
0.38605792851166154,0.14894798083866262,4,4,4
0.4822388160738573,0.1079770483849043,2,5,3
0.27514706439566283,0.42473991694629115,4,4,4
0.692898391798758,0.5326217519236567,3,3,2
0.5233206662969856,0.4355040526011842,4,4,3
0.4744755895059091,0.1340075058611449,4,6,3
0.3777602133776351,0.6271281586663916,6,1,1
0.345289319996457,0.31423853428975285,4,1,4
0.81550504248744,0.5450833071836421,2,1,2
0.470213476056435,0.37939474925632966,4,3,6
0.37298880614634883,0.12429550471351103,4,4,4
0.34432917612369723,0.0,4,4,4
0.4539637097256886,0.5691826826871454,6,4,3
0.5731059651988561,0.3737105773395183,4,3,3
0.38423267080350926,0.5812812563019119,1,1,6
0.5204524237864536,0.24457314103108624,4,4,3
0.5977029750388784,0.5276396846092576,1,3,5
0.6453243103138634,0.5520992185922571,5,3,2
0.34766326602641434,0.31715820981056786,4,4,4
0.4611932864693003,0.5105613450120647,6,1,6
0.4621032239408908,0.021446965586069455,4,4,1
0.3352287199266138,0.4900513456571709,4,4,4
0.4308578858051954,0.6909768050710823,1,6,3
0.3895626321069936,0.32990598215367284,4,4,4
0.4734265046141684,0.41050193109276223,6,4,3
0.5775229828656402,0.141191876401481,3,3,5
0.3222143223088149,0.3247174657883646,6,4,4
0.5211021863157305,0.5684859813420575,6,6,3
0.3962092348913541,0.46733182188950884,6,2,4
0.45290839416102113,0.5183042755760365,4,4,3
0.6146015964535955,0.4069445850886758,6,3,1
0.40662020515774244,0.22075878982816555,4,4,4
0.32180691413369444,0.05331201167370431,4,4,1
0.38413760539147424,0.5906035240602596,6,6,4
0.5393272408678381,0.32858846835819394,6,4,5
0.5481162591136157,0.48408534285444804,4,1,3
0.45833883630131356,0.2592687094845818,4,4,1
0.7550151771392725,0.4866571383914683,3,3,2
0.32382159771023,0.17937148060577668,4,1,6
0.34926111121661096,0.4820918300003703,4,4,4
0.5843267930127622,0.2846669172552127,6,2,2
0.41916325750737465,0.34785020046885207,6,1,4
0.509988928924444,0.8407731707143837,1,6,1
0.4612354845930264,0.45957112513959236,6,4,3
0.5206866642490108,0.6296066056525892,3,4,3
0.3494460801145484,0.0,4,4,4
0.43001096227567165,0.3455170700186551,2,4,6
0.5647075475068869,0.3149341688611549,3,1,6
0.4270490747930125,0.712803007011708,4,1,1
0.5372871249965666,0.6526956265149071,6,4,1
0.5028197478762475,0.2891424059473088,4,4,1
0.6210935941372817,0.4431921026293729,1,3,1
0.48308594652658104,0.9202537856807029,1,4,3
0.5496712941257526,0.5003799485440668,4,6,3
0.4390741079934002,0.16268544652770633,6,4,3
0.39280261676406303,0.5048406701751816,4,4,4
0.33639711023682745,0.4600852601045423,4,4,2
0.4395653464837295,0.4048132354286029,6,4,1
0.4410148722932522,0.48424360059768334,4,3,3
0.5454009813198545,0.3522680086740258,4,1,1
0.48113446575627294,0.593800258562017,4,2,1
0.30958086667576523,0.6109456283780553,4,1,5
0.39441642956215045,0.42636310119315873,4,1,4
0.7642223716175885,0.6973154903841886,1,1,2
0.5531466131631017,0.31894401194285893,6,3,3
0.43557868872828054,0.3124388457820308,4,4,7
0.46489757395442727,0.6965581839054573,3,1,3
0.3795446576661707,0.021605685336032687,6,3,4
0.6656732072311433,0.5696895844092967,3,3,2
0.6184006231809541,0.5522704794593942,3,3,5
0.4139661373550918,0.6081682921790642,1,2,1
0.40197937933261974,0.17366140722118134,6,4,1
0.4932201277183532,0.3854710239627523,3,4,5
0.5174574501556409,0.3153981851532568,6,6,5
0.4515180345740578,0.7509919873889246,1,4,3
0.3906623657982198,0.48085341764051315,4,4,4
0.5514380159618895,0.6659271423918263,1,3,1
0.36444457095446076,0.2203227569139847,4,4,4
0.5723136495953114,0.27337792801750055,3,3,5
0.4522178157294968,0.25903833013841393,4,2,3
0.5473916376300954,0.37053246367199744,1,1,3
0.3067173119512433,0.25999303259508977,1,4,6
0.489554893204574,0.14852409604149486,4,4,3
0.30268105140646917,0.589415381124252,1,1,1
0.47822046793023054,0.6353481929969453,4,4,3
0.5065228865517595,0.5525399028794773,5,4,1
0.369100433429358,0.4000233614670059,4,4,6
0.5075118801239821,0.593929896405979,1,4,3
0.5314012516243829,0.8241872036162096,1,6,1
0.4341860976871234,0.669173861468192,1,4,3
0.4025981531598432,0.20630718666363773,4,4,4
0.493209139320067,0.3650079254061938,4,1,3
0.567936875082776,0.4142332079188751,3,3,3
0.49019597525685843,0.2667966281558123,4,4,3
0.46781853122837697,0.127693477947946,4,4,3
0.7288354524853986,0.6671642978832422,3,6,2
0.4624969787625757,0.5739707361908946,4,2,3
0.38661536002135166,0.589351093511691,4,6,6
0.3574309434105996,0.46249038355868616,4,4,4
0.4574408973588558,0.6820664828997407,6,4,6
0.3479015761619039,0.4605104818465687,6,3,4
0.6131811128579755,0.9434737868773881,3,3,1
0.47747596447922597,0.34183784566153186,4,1,3
0.47436804749526107,0.6674828433496018,3,1,3
0.6335508788189006,0.41810599410899035,6,3,3
0.6303478192513605,0.43615738584201735,1,3,2
0.561890340663957,0.5350804080936933,3,3,3
0.41193229407303583,0.21480571053903785,2,6,4
0.61779723930406,0.7356206687850793,3,3,3
0.5033320063032577,0.4117533517326994,4,6,3
0.33782746848072326,0.6056836598790405,4,4,4
0.4882899902884626,0.3626526922545077,4,6,5
0.5662493913311012,0.16621113924042719,3,3,3
0.35338342883514634,0.24614590314941484,2,4,4
0.49664407129301236,0.5105957080526697,4,4,3
0.5041045928845201,0.36951979193782075,4,6,3
0.43971856022670747,0.21162949805668355,6,4,3
0.2630201363799115,0.5123644787992067,4,6,4
0.49431628346703066,0.45174981177148327,4,4,5
0.5173930198714357,0.36873927461405687,4,6,3
0.35920768568209827,0.5924038919086717,6,5,4
0.49873242267105733,0.7745417303856452,2,1,3
0.4524397468275098,0.34582250361241895,2,4,5
0.3486658533526871,0.16851488981519255,4,6,4
0.44285164874098176,0.36976796305156523,6,6,3
0.3599400766345425,0.4270605029862413,6,4,6
0.47689864343927324,0.6062226073792203,4,4,3
0.3855915836085739,0.030314687047509725,1,4,4
0.43918555521374575,0.5879738443532638,2,1,6
0.6872300791283915,0.5948522594224872,3,3,3
0.42733195126777485,0.2342066359965831,4,4,4
0.4689907452057437,0.5166170006467274,5,4,3
0.38865626795201036,0.4267487557397788,4,6,4
0.38972297494276403,0.3817964128110132,4,4,4
0.3190289732080946,0.3513214696895079,4,4,6
0.46419927545191625,0.12309548868295206,4,4,3
0.49272423434534046,0.6760203908794147,6,4,1
0.4366830369830006,0.5323693404406287,4,4,2
0.4195462958271445,0.24145719116054204,4,4,4
0.7339746397223091,0.445106711549633,2,2,2
0.28867995695183624,0.04740332843560663,2,4,4
0.3052800960077784,0.5376528397194399,6,5,4
0.6824438068919362,0.6243217831116177,6,3,1
0.26440551055946065,0.20693338008238896,1,4,6
0.4398710914990118,0.41703010506411253,4,4,3
0.4743911942683188,0.49644842998307004,4,3,3
0.44350598575038147,0.4065837142290838,4,6,3
0.5780444125185872,0.4874129155831945,2,1,3
0.34084612949804555,0.39585670089799907,4,4,4
0.4401725313216402,0.034515951150176305,6,4,6
0.47334093224089085,0.20915460795285756,4,6,3
0.5804258213578523,0.5152135825779947,3,6,5
0.33658751327253084,0.5528388143159205,4,1,6
0.6456914421474259,0.39436379622116097,1,3,2
0.4395330613984843,0.5603092974763163,4,1,3
0.6315153264410523,0.11609271066748816,3,5,2
0.345406446239239,0.29583489290079074,4,4,1
0.42071255517441614,0.5495295343550349,4,4,4
0.39462310420350694,0.3495046809217306,6,2,4
0.5797528099592049,0.7472137418241346,6,1,1
0.451644208544107,0.45957604981727185,1,6,3
0.4035022128173056,0.38993599473359625,1,4,4
0.4073272234881879,0.37236149390572676,4,4,4
0.42596339140463474,0.7108308373474035,4,1,4
0.5419186944200515,0.3592011553559409,1,4,1
0.4425334949526784,0.49011764615886977,6,4,3
0.3365630799539836,0.401215851857366,4,6,4
0.5339369075407887,0.5206416273422834,4,4,1
0.372820253690673,0.26300462123926033,1,4,6
0.27614946441360444,0.498153925442971,6,4,4
0.7666478745945201,0.28204778980036027,2,2,2
0.5999754361635332,0.8178439808644804,1,3,1
0.40437007253710416,0.3722948505441769,6,5,4
0.4846689102108668,0.5037784265433785,4,6,3
0.49134543880583254,0.33739358063165514,4,4,5
0.5317249860721888,0.35017265620412896,4,1,6
0.6037796284680994,0.42596496276230683,3,3,3
0.3619058358401421,0.25338657270855197,6,4,6
0.2654828031749376,0.9607276936812474,1,4,4
0.4484146053816711,0.4598594027215546,6,4,3
0.5229618907904491,0.4380820895038251,4,4,6
0.4328742815085696,0.6217545500938244,4,1,2
0.536343161618287,0.46133281219249317,4,6,6
0.6034850062171563,0.621028921663867,3,3,1
0.3559453003257651,0.10982601176990897,4,4,4
0.5780427250579606,0.5315489922078628,3,6,3
0.3868168423793098,0.4725938279936382,4,1,4
0.6134170774225355,0.5760537732567267,3,3,5
0.4516310676420086,0.23259567206015783,4,4,3
0.3835472396312158,0.35908833895777065,1,4,3
0.2821749176731721,0.3960447960598651,2,6,4
0.5367952801151874,0.6065189329235947,4,3,3
0.3745751143582838,0.20118826093155584,6,4,4
0.42535018422396315,0.0070079901548842916,4,4,3
0.4615748254544633,0.46136592196177106,4,6,3
0.21249170211249205,0.35986080399054,6,6,4
0.47931680540802224,0.3152037854342839,4,4,3
0.5126255226220834,0.5171746166950567,4,4,3
0.5018994847844542,0.3167591309654791,4,4,2
0.3816644344333756,0.3068447385763807,4,4,4
0.36958147944585246,0.6023046997331682,4,4,6
0.41861297392114155,0.42701673517142574,2,4,4
0.38519928300309825,0.32845198006454174,4,4,4
0.40326021272876694,0.5634865764407775,1,4,3
0.5633470209985926,0.40173380228087974,6,1,3
0.48609003471576917,0.2989107210718534,6,4,6
0.6506359560265014,0.6249383362045084,1,6,5
0.46492693542976027,0.4465042111469978,1,4,3
0.5309485643779569,0.6573622658702237,4,1,3
0.4547189692483922,0.5230130131292747,4,3,3
0.3957810468016092,0.15224740392950709,5,4,4
0.40560063732839036,0.6770219701868516,1,4,1
0.5318100829863469,0.19993965864603497,3,4,3
0.5383166645063763,0.21432669448091765,3,3,2
0.4998798134293427,0.23954569766598194,4,4,3
0.33694593474502865,0.6942759448441211,1,1,4
0.4185366586116339,0.5145031434544567,4,6,1
0.4593693208895362,0.21091820227926364,4,6,3
0.4292159197382467,0.20516415533840165,4,4,6
0.8348960285020116,0.6240337074638468,6,2,1
0.45723887235931476,0.5130412017336794,6,4,3
0.5444400813371796,0.5651845130584475,4,6,3
0.5386395900180815,0.539351390126016,6,4,1
0.4664753336089975,0.710885676923839,4,1,6
0.4739260955278298,0.4199598849223399,4,4,1
0.4297999309079001,0.6905445027465628,4,3,3
0.4429849207939548,0.08181618453905115,4,6,3
0.45705698832248787,0.4511934130287307,6,4,3
0.4136544928662102,0.33336679805714015,4,6,4
0.34362804898883215,0.42367333541833685,1,4,4
0.6770192540844097,0.2500127731116729,3,5,2
0.4286302960785374,0.49033367890721485,1,8,2
0.41946243178228015,0.426563750714059,1,8,4
0.303251222080405,0.398196851842651,4,4,4
0.4334055747372811,0.33061114242655293,4,6,3
0.26043613456067216,0.6453019584882281,4,1,4
0.4080606662569604,0.5089247973511524,1,4,4
0.7570954239210923,0.19401827172240396,2,2,2
0.5061492526408876,0.4208183972104349,6,6,3
0.7162855622006135,0.4170490771289562,2,3,2
0.3573126683551113,0.4719882503339884,4,4,4
0.4201804679211852,0.39696639043623877,4,2,4
0.5678257624005252,0.3411103787775629,3,3,1
0.40729296918187685,0.38084474983556,4,2,2
0.41541470493223265,0.26939827490056945,1,4,2
0.3860486417476805,0.6461009616945579,6,1,4
0.284106034886136,0.5519094219988746,1,4,6
0.27678992205180913,0.526663820413277,4,4,4
0.45629617303291553,0.2196221203694745,4,4,2
0.46695009713252394,0.5225807641761565,4,1,3
0.6833025324520946,0.4696631176300777,3,3,2
0.4335058829636135,0.580478182686015,4,4,3
0.3154441711322748,0.3639804441740204,4,4,1
0.5684775903601026,0.3473527984951168,6,3,3
0.5075347329865705,0.496341405369351,7,2,3
0.5396384855769313,0.6568819745152925,1,4,3
0.4004299789658492,0.3760152215493384,6,4,4
0.3834960538042681,0.39397335026229274,6,6,4
0.5395239244210492,0.19953920739271522,5,4,3
0.29435883762272846,0.2265716943200627,4,2,6
0.40446239224928926,0.48326702739562055,6,1,2
0.39112535778474716,0.6672437124172845,2,3,2
0.4645359854080662,0.24999649441416175,7,4,1
0.5051952788541679,0.690646283683817,4,4,3
0.5926133272941083,0.23905214580098974,3,3,1
0.7516524704865434,1.0,1,5,1
0.5201897263356778,0.5933975362301588,4,1,3
0.4817877085505869,0.5090082292954548,4,4,3
0.5616526616186523,0.3076766824842781,3,3,3
0.507888072140922,0.5695938213078702,4,4,3
0.4540180206350442,0.5360388908486706,6,4,3
0.5417253361601753,0.5902196834304203,4,4,3
0.31018839603973125,0.2948013813496432,4,4,4
0.5157741655414767,0.4288217175662996,4,1,5
